2026-09-17 13:27:42 host worker05.cluster job 3318798 task 15 stage recon cpus 8
slice 15: 102 frames x 21 spokes, ncc 8, grid (384, 384), max|x0| 0.0001075 (155s)
  ite = 0, cost = 0.001592
  ite = 1, cost = 0.001553
  ite = 2, cost = 0.001282
  ite = 3, cost = 0.001194
  ite = 4, cost = 0.000889
  ite = 5, cost = 0.000742
  ite = 6, cost = 0.000679
  ite = 7, cost = 0.000592
  ite = 8, cost = 0.000550
  ite = 0, cost = 0.000489
  ite = 1, cost = 0.000469
  ite = 2, cost = 0.000402
  ite = 3, cost = 0.000379
  ite = 4, cost = 0.000345
  ite = 5, cost = 0.000319
  ite = 6, cost = 0.000298
  ite = 7, cost = 0.000283
  ite = 8, cost = 0.000266
